,CARGO_FORM,CALENDAR_YR,ORIGIN,QUANTITY,UNIT,COMMODITY_LIST,LOCATION
1079,Air Cargo,2012,CAN,9,Box/Carton,Ornithogalum,HI Honolulu
1080,Air Cargo,2012,CAN,14,Box/Carton,Protea,HI Honolulu
1081,Air Cargo,2012,CAN,40,Box/Carton,Rosa,HI Honolulu
1082,Air Cargo,2012,CAN,20,Box/Carton,Limonium,HI Honolulu
1083,Air Cargo,2012,CAN,12,Box/Carton,Helianthus,HI Honolulu
1084,Air Cargo,2012,CAN,18,Box/Carton,Liatris,HI Honolulu
1085,Air Cargo,2012,CAN,12,Box/Carton,Delphinium,HI Honolulu
1086,Air Cargo,2012,CAN,105,Box/Carton,Gypsophila,HI Honolulu
1087,Air Cargo,2012,CAN,10,Box/Carton,Moluccella,HI Honolulu
1088,Air Cargo,2012,CAN,20,Box/Carton,Scabiosa,HI Honolulu
1089,Air Cargo,2012,CAN,29,Box/Carton,Bupleurum,HI Honolulu
1090,Air Cargo,2012,CAN,25,Box/Carton,Chrysanthemum,HI Honolulu
1091,Air Cargo,2012,CAN,274,Box/Carton,Agapanthus,HI Honolulu
1092,Air Cargo,2012,CAN,100,Box/Carton,"Bouquet, Mixed",HI Honolulu
1093,Air Cargo,2012,CAN,21,Box/Carton,Matthiola,HI Honolulu
1094,Air Cargo,2012,CAN,23,Box/Carton,Gypsophila,HI Honolulu
1095,Air Cargo,2012,CAN,10,Box/Carton,Piper,HI Honolulu
1096,Air Cargo,2012,CAN,19,Box/Carton,Alstroemeria,HI Honolulu
1097,Air Cargo,2012,CAN,85,Box/Carton,Dianthus (mini),HI Honolulu
1098,Air Cargo,2012,CAN,29,Box/Carton,Zantedeschia,HI Honolulu
1099,Air Cargo,2012,CAN,53,Box/Carton,Alstroemeria,HI Honolulu
1100,Air Cargo,2013,COL,23,Box/Carton,Bupleurum,HI Honolulu
1101,Air Cargo,2013,COL,21,Box/Carton,Dianthus,HI Honolulu
1102,Air Cargo,2013,COL,16,Box/Carton,Carthamus,HI Honolulu
1103,Air Cargo,2013,COL,34,Box/Carton,Chrysanthemum,HI Honolulu
1104,Air Cargo,2013,COL,48,Box/Carton,Ranunculus,HI Honolulu
1105,Air Cargo,2013,COL,22,Box/Carton,Rosa,HI Honolulu
1106,Air Cargo,2013,COL,65,Box/Carton,Helianthus,HI Honolulu
1107,Air Cargo,2013,COL,112,Box/Carton,Liatris,HI Honolulu
1108,Air Cargo,2013,COL,12,Box/Carton,Delphinium,HI Honolulu
1109,Air Cargo,2013,COL,18,Box/Carton,Chrysanthemum,HI Honolulu
1110,Air Cargo,2013,COL,22,Box/Carton,Eremurus,HI Honolulu
1111,Air Cargo,2013,CRI,36,Box/Carton,Rosa,HI Honolulu
1112,Air Cargo,2013,CRI,29,Box/Carton,Astilbe,HI Honolulu
1113,Air Cargo,2013,CRI,115,Box/Carton,Eryngium,HI Honolulu
1114,Air Cargo,2013,CRI,78,Box/Carton,Limonium,HI Honolulu
1115,Air Cargo,2013,CRI,12,Box/Carton,Gerbera,HI Honolulu
1116,Air Cargo,2013,CRI,600,Box/Carton,Aster,HI Honolulu
1117,Air Cargo,2013,CRI,17,Box/Carton,"Bouquet, Mixed",HI Honolulu
1118,Air Cargo,2013,CRI,9,Box/Carton,Craspedia,HI Honolulu
1119,Air Cargo,2013,CRI,9,Box/Carton,Delphinium,HI Honolulu
1120,Air Cargo,2013,ECU,32,Box/Carton,Ranunculus,HI Honolulu
1121,Air Cargo,2013,ECU,76,Box/Carton,Rosa,HI Honolulu
1122,Air Cargo,2013,ECU,37,Box/Carton,Veronica,HI Honolulu
1123,Air Cargo,2013,ECU,24,Box/Carton,Aster,HI Honolulu
1124,Air Cargo,2013,ECU,15,Box/Carton,Campanula,HI Honolulu
1125,Air Cargo,2013,ESP,40,Box/Carton,Godetia,HI Honolulu
1126,Air Cargo,2013,ETH,125,Box/Carton,Gypsophila,HI Honolulu
1127,Air Cargo,2013,ETH,20,Box/Carton,Lilium,HI Honolulu
1128,Air Cargo,2013,ETH,18,Box/Carton,Alpinia,HI Honolulu
1129,Air Cargo,2013,ETH,30,Box/Carton,Anthurium,HI Honolulu
1130,Air Cargo,2013,ETH,29,Box/Carton,Mokara,HI Honolulu
1131,Air Cargo,2013,ETH,85,Box/Carton,Vanda,HI Honolulu
1132,Air Cargo,2013,ETH,24,Box/Carton,Oncidium,HI Honolulu
1133,Air Cargo,2013,ETH,14,Box/Carton,Aranthera,HI Honolulu
1134,Air Cargo,2013,ETH,8,Box/Carton,Dendrobium,HI Honolulu
1135,Air Cargo,2013,GBR,19,Box/Carton,Campanula,HI Honolulu
1136,Air Cargo,2013,GBR,15,Box/Carton,Dianthus,HI Honolulu
1137,Air Cargo,2013,GBR,15,Box/Carton,Chrysanthemum,HI Honolulu
1138,Air Cargo,2013,GBR,9,Box/Carton,Cocculus,HI Honolulu
1139,Air Cargo,2013,GTM,32,Box/Carton,Chrysanthemum (pom-pon),HI Honolulu
1140,Air Cargo,2013,GTM,26,Box/Carton,Ranunculus,HI Honolulu
1141,Air Cargo,2013,GTM,14,Box/Carton,Ruscus,HI Honolulu
1142,Air Cargo,2013,GTM,43,Box/Carton,Antirrhinum,HI Honolulu
1143,Air Cargo,2013,GTM,8,Box/Carton,Solidago,HI Honolulu
1144,Air Cargo,2014,GTM,124,Box/Carton,Rosa,HI Honolulu
1145,Air Cargo,2014,GTM,17,Box/Carton,Ruscus,HI Honolulu
1146,Air Cargo,2014,GTM,26,Box/Carton,Zantedeschia,HI Honolulu
1147,Air Cargo,2014,ISR,9,Box/Carton,Zantedeschia,HI Honolulu
1148,Air Cargo,2014,ISR,27,Box/Carton,Aster,HI Honolulu
1149,Air Cargo,2014,ISR,8,Box/Carton,Rosa,HI Honolulu
1150,Air Cargo,2014,ISR,45,Box/Carton,Solidago,HI Honolulu
1151,Air Cargo,2014,ISR,29,Box/Carton,Matthiola,HI Honolulu
1152,Air Cargo,2014,ISR,34,Box/Carton,Helianthus,HI Honolulu
1153,Air Cargo,2014,ISR,36,Box/Carton,Dianthus (mini),HI Honolulu
1154,Air Cargo,2014,ISR,26,Box/Carton,Rosa,HI Honolulu
1155,Air Cargo,2014,ISR,15,Box/Carton,Alstroemeria,HI Honolulu
1156,Air Cargo,2014,ISR,11,Box/Carton,Chrysanthemum,HI Honolulu
1157,Air Cargo,2014,ITA,96,Box/Carton,Liriodendron,HI Honolulu
1158,Air Cargo,2014,ITA,80,Box/Carton,Eucalyptus,HI Honolulu
1159,Air Cargo,2014,ITA,46,Box/Carton,Lilium,HI Honolulu
1160,Air Cargo,2014,JPN,77,Box/Carton,Chrysanthemum (pom-pon),HI Honolulu
1161,Air Cargo,2014,JPN,30,Box/Carton,Protea,HI Honolulu
1162,Air Cargo,2014,JPN,56,Box/Carton,Rosa,HI Honolulu
1163,Air Cargo,2014,JPN,20,Box/Carton,Ruscus,HI Honolulu
1164,Air Cargo,2014,JPN,24,Box/Carton,Antirrhinum,HI Honolulu
1165,Air Cargo,2014,JPN,40,Box/Carton,Limonium,HI Honolulu
1166,Air Cargo,2014,KEN,39,Box/Carton,Tulipa,HI Honolulu
1167,Air Cargo,2014,KEN,68,Box/Carton,Hedera,HI Honolulu
1168,Air Cargo,2014,KEN,33,Box/Carton,Helichrysum,HI Honolulu
1169,Air Cargo,2014,KEN,16,Box/Carton,Hydrangea,HI Honolulu
1170,Air Cargo,2014,KEN,15,Box/Carton,Laguarus,HI Honolulu
1171,Air Cargo,2014,MEX,105,Box/Carton,Ruscus,HI Honolulu
1172,Air Cargo,2014,MEX,100,Box/Carton,Scabiosa,HI Honolulu
1173,Air Cargo,2014,MEX,18,Box/Carton,Senecio,HI Honolulu
1174,Air Cargo,2014,MEX,13,Box/Carton,Solidago,HI Honolulu
1175,Air Cargo,2014,MEX,10,Box/Carton,Zantedeschia,HI Honolulu
1176,Air Cargo,2014,MEX,56,Box/Carton,Lavandula,HI Honolulu
1177,Air Cargo,2014,MEX,54,Box/Carton,Agapanthus,HI Honolulu
1178,Air Cargo,2014,MEX,45,Box/Carton,Senecio,HI Honolulu
1179,Air Cargo,2014,MEX,20,Box/Carton,Solidago,HI Honolulu
1180,Air Cargo,2014,MEX,79,Box/Carton,Limonium,HI Honolulu
1181,Air Cargo,2014,MEX,17,Box/Carton,Protea,HI Honolulu
1182,Air Cargo,2014,MEX,8,Box/Carton,Rosa,HI Honolulu
1183,Air Cargo,2014,MEX,22,Box/Carton,Ruscus,HI Honolulu
1184,Air Cargo,2014,MEX,8,Box/Carton,Antirrhinum,HI Honolulu
1185,Air Cargo,2014,MEX,14,Box/Carton,Matthiola,HI Honolulu
1186,Air Cargo,2014,MEX,105,Box/Carton,Acacia,HI Honolulu
1187,Air Cargo,2014,MEX,30,Box/Carton,Protea,HI Honolulu
1188,Air Cargo,2014,MEX,36,Box/Carton,Ranunculus,HI Honolulu
1189,Air Cargo,2014,MEX,14,Box/Carton,Rosa,HI Honolulu
1190,Air Cargo,2014,MEX,9,Box/Carton,Scabiosa,HI Honolulu
1191,Air Cargo,2014,MEX,37,Box/Carton,Solidago,HI Honolulu
1192,Air Cargo,2014,MEX,9,Box/Carton,Zantedeschia,HI Honolulu
1193,Air Cargo,2014,MEX,23,Box/Carton,Dianthus,HI Honolulu
1194,Air Cargo,2014,MEX,8,Box/Carton,Limonium,HI Honolulu
1195,Air Cargo,2014,MEX,42,Box/Carton,"Bouquet, Mixed",HI Honolulu
1196,Air Cargo,2014,MEX,8,Box/Carton,Moluccella,HI Honolulu
1197,Air Cargo,2014,MEX,30,Box/Carton,Ozothamnus,HI Honolulu
1198,Air Cargo,2014,MEX,19,Box/Carton,Rosa,HI Honolulu
1199,Air Cargo,2014,MEX,103,Box/Carton,Ruscus,HI Honolulu
1200,Air Cargo,2014,MEX,30,Box/Carton,Solidago,HI Honolulu
1201,Air Cargo,2015,MEX,8,Box/Carton,Aster,HI Honolulu
1202,Air Cargo,2015,MEX,25,Box/Carton,Zantedeschia,HI Honolulu
1203,Air Cargo,2015,MEX,30,Box/Carton,Limonium,HI Honolulu
1204,Air Cargo,2015,MEX,30,Box/Carton,Chrysanthemum,HI Honolulu
1205,Air Cargo,2015,MEX,21,Box/Carton,"Bouquet, Mixed",HI Honolulu
1206,Air Cargo,2015,MEX,29,Box/Carton,Chrysanthemum (pom-pon),HI Honolulu
1207,Air Cargo,2015,MEX,15,Box/Carton,Hydrangea,HI Honolulu
1208,Air Cargo,2015,MUS,25,Box/Carton,Rosa,HI Honolulu
1209,Air Cargo,2015,MYS,13,Box/Carton,Amaranthus,HI Honolulu
1210,Air Cargo,2015,MYS,51,Box/Carton,Delphinium,HI Honolulu
1211,Air Cargo,2015,MYS,30,Box/Carton,Leucadendron,HI Honolulu
1212,Air Cargo,2015,MYS,60,Box/Carton,Leucospermum,HI Honolulu
1213,Air Cargo,2015,MYS,105,Box/Carton,Lilium,HI Honolulu
1214,Air Cargo,2015,NLD,8,Box/Carton,Chrysanthemum,HI Honolulu
1215,Air Cargo,2015,NLD,137,Box/Carton,Dahlia,HI Honolulu
1216,Air Cargo,2015,NLD,127,Box/Carton,Dianthus,HI Honolulu
1217,Air Cargo,2015,NLD,131,Box/Carton,Eryngium,HI Honolulu
1218,Air Cargo,2015,NLD,8,Box/Carton,Gerbera,HI Honolulu
1219,Air Cargo,2015,NLD,106,Box/Carton,Dianthus,HI Honolulu
1220,Air Cargo,2015,NLD,9,Box/Carton,Gypsophila,HI Honolulu
1221,Air Cargo,2015,NLD,885,Box/Carton,Helianthus,HI Honolulu
1222,Air Cargo,2015,NLD,277,Box/Carton,Hydrangea,HI Honolulu
1223,Air Cargo,2015,NLD,207,Box/Carton,Lilium,HI Honolulu
1224,Air Cargo,2015,NLD,9,Box/Carton,Rosa,HI Honolulu
1225,Air Cargo,2015,NLD,10,Box/Carton,"Bouquet, Rose",HI Honolulu
1226,Air Cargo,2015,NLD,9,Box/Carton,Rosa,HI Honolulu
1227,Air Cargo,2015,NLD,26,Box/Carton,"Bouquet, Mixed",HI Honolulu
1228,Air Cargo,2015,NLD,31,Box/Carton,Gerbera,HI Honolulu
1229,Air Cargo,2015,NLD,53,Box/Carton,Eucalyptus,HI Honolulu
1230,Air Cargo,2015,NLD,200,Stems,Chrysanthemum (pom-pon),HI Honolulu
1231,Air Cargo,2015,NLD,151,Box/Carton,Dianthus,HI Honolulu
1232,Air Cargo,2015,NLD,8,Box/Carton,Zantedeschia,HI Honolulu
1233,Air Cargo,2015,NLD,20,Box/Carton,Antirrhinum,HI Honolulu
1234,Air Cargo,2015,NLD,21,Box/Carton,Alstroemeria,HI Honolulu
1235,Air Cargo,2015,NLD,58,Box/Carton,Dianthus (mini),HI Honolulu
1236,Air Cargo,2015,NLD,25,Box/Carton,Ranunculus,HI Honolulu
1237,Air Cargo,2015,NLD,21,Box/Carton,Alstroemeria,HI Honolulu
1238,Air Cargo,2015,NLD,8,Box/Carton,Aster,HI Honolulu
1239,Air Cargo,2016,NLD,120,Box/Carton,Eryngium,HI Honolulu
1240,Air Cargo,2016,NLD,8,Box/Carton,Gerbera,HI Honolulu
1241,Air Cargo,2016,NLD,26,Box/Carton,Alstroemeria,HI Honolulu
1242,Air Cargo,2016,NLD,35,Box/Carton,"Bouquet, Rose",HI Honolulu
1243,Air Cargo,2017,THA,288,Box/Carton,"Bouquet, Mixed",HI Honolulu
1244,Air Cargo,2017,THA,384,Box/Carton,"Bouquet, Rose",HI Honolulu
1245,Air Cargo,2017,THA,508,Box/Carton,Bupleurum,HI Honolulu
1246,Air Cargo,2017,THA,42,Box/Carton,Dianthus,HI Honolulu
1247,Air Cargo,2016,NZL,31,Box/Carton,Agapanthus,HI Honolulu
1248,Air Cargo,2016,PER,26,Box/Carton,Alchemilla,HI Honolulu
1249,Air Cargo,2016,PER,8,Box/Carton,Alstroemeria,HI Honolulu
1250,Air Cargo,2016,PER,29,Box/Carton,Amaranthus,HI Honolulu
1251,Air Cargo,2016,PER,10,Box/Carton,Ammi,HI Honolulu
1252,Air Cargo,2016,PSE,28,Box/Carton,Anemone,HI Honolulu
1253,Air Cargo,2016,SGP,24,Box/Carton,Asparagus (fern),HI Honolulu
1254,Air Cargo,2016,SGP,20,Box/Carton,Aster,HI Honolulu
1255,Air Cargo,2017,THA,19,Box/Carton,Astrantia,HI Honolulu
1256,Air Cargo,2017,THA,10,Box/Carton,Moluccella,HI Honolulu
1257,Air Cargo,2017,THA,15,Box/Carton,Moluccella,HI Honolulu
1258,Air Cargo,2017,THA,16,Box/Carton,"Bouquet, Mixed",HI Honolulu
1259,Air Cargo,2017,THA,8,Box/Carton,Bupleurum,HI Honolulu
1260,Air Cargo,2017,THA,50,Box/Carton,Zantedeschia,HI Honolulu
1261,Air Cargo,2017,THA,22,Box/Carton,Zantedeschia,HI Honolulu
1262,Air Cargo,2017,THA,10,Box/Carton,Dianthus,HI Honolulu
1263,Air Cargo,2017,THA,8,Box/Carton,Chrysanthemum,HI Honolulu
1264,Air Cargo,2017,THA,9,Box/Carton,Craspedia,HI Honolulu
1265,Air Cargo,2017,THA,11,Box/Carton,Craspedia,HI Honolulu
1266,Air Cargo,2017,THA,10,Box/Carton,Delphinium,HI Honolulu
1267,Air Cargo,2017,THA,30,Box/Carton,Dianthus,HI Honolulu
1268,Air Cargo,2017,THA,13,Box/Carton,Senecio,HI Honolulu
1269,Air Cargo,2017,THA,8,Box/Carton,Senecio,HI Honolulu
1270,Air Cargo,2017,THA,15,Box/Carton,Echeveria,HI Honolulu
1271,Air Cargo,2017,THA,36,Box/Carton,Eryngium,HI Honolulu
1272,Air Cargo,2017,THA,8,Box/Carton,Gerbera,HI Honolulu
1273,Air Cargo,2017,THA,10,Box/Carton,Gladiolus,HI Honolulu
1274,Air Cargo,2017,THA,21,Box/Carton,Gypsophila,HI Honolulu
1275,Air Cargo,2017,THA,12,Box/Carton,Helichrysum,HI Honolulu
1276,Air Cargo,2017,THA,19,Box/Carton,Hydrangea,HI Honolulu
1277,Air Cargo,2017,THA,10,Box/Carton,Hypericum,HI Honolulu
1278,Air Cargo,2017,THA,12,Box/Carton,Brassica,HI Honolulu
1279,Air Cargo,2017,THA,12,Box/Carton,Delphinium,HI Honolulu
1280,Air Cargo,2017,THA,18,Box/Carton,Leucadendron,HI Honolulu
1281,Air Cargo,2017,THA,20,Box/Carton,Leucospermum,HI Honolulu
1282,Air Cargo,2017,THA,8,Box/Carton,Liatris,HI Honolulu
1283,Air Cargo,2017,THA,10,Box/Carton,Zantedeschia,HI Honolulu
1284,Air Cargo,2017,THA,9,Box/Carton,Rosa,HI Honolulu
1285,Air Cargo,2017,THA,11,Box/Carton,Rosa,HI Honolulu
1286,Air Cargo,2017,THA,15,Box/Carton,Alstroemeria,HI Honolulu
1287,Air Cargo,2017,THA,14,Box/Carton,Alstroemeria,HI Honolulu
1288,Air Cargo,2017,THA,15,Box/Carton,"Bouquet, Rose",HI Honolulu
1289,Air Cargo,2017,THA,17,Box/Carton,"Bouquet, Mixed",HI Honolulu
1290,Air Cargo,2017,THA,16,Box/Carton,Hydrangea,HI Honolulu
1291,Air Cargo,2017,THA,12,Box/Carton,Lilium,HI Honolulu
1292,Air Cargo,2017,THA,1140,Stems,Aster,HI Honolulu
1293,Air Cargo,2017,THA,44800,Stems,"Bouquet, Mixed",HI Honolulu
1294,Air Cargo,2017,THA,13000,Stems,Moluccella,HI Honolulu
1295,Air Cargo,2017,THA,36,Box/Carton,Rosa,HI Honolulu
1296,Air Cargo,2017,THA,516,Box/Carton,Eryngium,HI Honolulu
1297,Air Cargo,2017,THA,280,Box/Carton,Gypsophila,HI Honolulu
1298,Air Cargo,2017,THA,14,Box/Carton,Scabiosa,HI Honolulu
1299,Air Cargo,2017,THA,720,Box/Carton,Ammi,HI Honolulu
1300,Air Cargo,2017,THA,43200,Stems,Delphinium,HI Honolulu
1301,Air Cargo,2017,THA,54,Box/Carton,Lilium,HI Honolulu
1302,Air Cargo,2017,THA,1320,Box/Carton,Limonium,HI Honolulu
1303,Air Cargo,2017,THA,12,Box/Carton,Craspedia,HI Honolulu
1304,Air Cargo,2017,THA,21,Box/Carton,Leucadendron,HI Honolulu
1305,Air Cargo,2017,THA,60,Box/Carton,Moluccella,HI Honolulu
1306,Air Cargo,2017,THA,29,Box/Carton,Gerbera,HI Honolulu
1307,Air Cargo,2017,THA,9,Box/Carton,Cymbidium,HI Honolulu
1308,Air Cargo,2017,THA,334,Box/Carton,"Bouquet, Mixed",HI Honolulu
1309,Air Cargo,2017,THA,95,Box/Carton,Amaryllis,HI Honolulu
1310,Air Cargo,2017,THA,14,Box/Carton,Anemone,HI Honolulu
1311,Air Cargo,2017,THA,24,Box/Carton,Helleborus,HI Honolulu
1312,Air Cargo,2017,THA,400,Box/Carton,Phalaenopsis,HI Honolulu
1313,Air Cargo,2017,THA,104,Box/Carton,Ruscus,HI Honolulu
1314,Air Cargo,2017,THA,1152,Stems,Echeveria,HI Honolulu
1315,Air Cargo,2017,THA,22,Box/Carton,Gleichenia,HI Honolulu
1316,Air Cargo,2017,THA,8,Box/Carton,Narcissus,HI Honolulu
1317,Air Cargo,2017,THA,15,Box/Carton,Tulipa,HI Honolulu
1318,Air Cargo,2017,THA,684,Box/Carton,Veronica,HI Honolulu
1319,Air Cargo,2017,THA,40,Stems,Ranunculus,HI Honolulu
1320,Air Cargo,2017,THA,750,Stems,Cymbidium,HI Honolulu
1321,Air Cargo,2017,THA,11,Box/Carton,Hyacinthus,HI Honolulu
1322,Air Cargo,2017,THA,8,Box/Carton,Iris,HI Honolulu
1323,Air Cargo,2017,THA,10,Box/Carton,Paeonia,HI Honolulu
1324,Air Cargo,2017,THA,32,Box/Carton,Ornithogalum,HI Honolulu
1325,Air Cargo,2017,THA,36,Box/Carton,Phalaenopsis,HI Honolulu
1326,Air Cargo,2017,THA,8,Box/Carton,"Bouquet, Mixed",HI Honolulu
1327,Air Cargo,2017,THA,16,Box/Carton,Viburnum,HI Honolulu
1328,Air Cargo,2017,THA,20,Box/Carton,Hyacinthus,HI Honolulu
1329,Air Cargo,2017,THA,23,Box/Carton,Ornithogalum,HI Honolulu
1330,Air Cargo,2017,THA,10,Box/Carton,Cymbidium,HI Honolulu
1331,Air Cargo,2017,THA,17,Box/Carton,Agapanthus,HI Honolulu
1332,Air Cargo,2017,THA,27,Box/Carton,Chrysanthemum (pom-pon),HI Honolulu
1333,Air Cargo,2017,THA,57,Box/Carton,Solidago,HI Honolulu
1334,Air Cargo,2017,THA,60,Box/Carton,Solidago,HI Honolulu
1335,Air Cargo,2017,THA,72,Box/Carton,Matthiola,HI Honolulu
1336,Air Cargo,2017,THA,57,Box/Carton,Eryngium,HI Honolulu
1337,Air Cargo,2017,THA,23,Box/Carton,Chrysanthemum (pom-pon),HI Honolulu
1338,Air Cargo,2017,THA,34,Box/Carton,Dianthus (mini),HI Honolulu
1339,Air Cargo,2017,THA,97,Box/Carton,Hydrangea,HI Honolulu
1340,Air Cargo,2017,THA,5040,Box/Carton,Rosa,HI Honolulu
1341,Air Cargo,2017,THA,76,Box/Carton,Aster,HI Honolulu
1342,Air Cargo,2018,THA,288,Box/Carton,"Bouquet, Mixed",HI Honolulu
1343,Air Cargo,2018,THA,8,Box/Carton,Gerbera,HI Honolulu
1344,Air Cargo,2018,THA,10,Box/Carton,Dianthus,HI Honolulu
1345,Air Cargo,2018,THA,21,Box/Carton,Antirrhinum,HI Honolulu
1346,Air Cargo,2018,THA,756,Stems,Hydrangea,HI Honolulu
1347,Air Cargo,2018,THA,8100,Stems,Limonium,HI Honolulu
1348,Air Cargo,2018,THA,16,Box/Carton,Zantedeschia,HI Honolulu
1349,Air Cargo,2018,THA,118,Box/Carton,Chrysanthemum (pom-pon),HI Honolulu
1350,Air Cargo,2018,THA,250,Box/Carton,Achillea,HI Honolulu
1351,Air Cargo,2018,THA,113,Box/Carton,Matthiola,HI Honolulu
1352,Air Cargo,2018,THA,851,Box/Carton,Solidago,HI Honolulu
1353,Air Cargo,2011,AUS,297,Stems,"Bouquet, Rose",IL Chicago
1354,Air Cargo,2011,AUS,574,Stems,"Bouquet, Mixed",IL Chicago
1355,Air Cargo,2011,CAN,9,Box/Carton,Senecio,IL Chicago
1356,Air Cargo,2011,CAN,15,Box/Carton,Eryngium,IL Chicago
1357,Air Cargo,2011,CAN,9,Box/Carton,Phormium,IL Chicago
1358,Air Cargo,2011,CAN,19,Box/Carton,Gerbera,IL Chicago
1359,Air Cargo,2011,CAN,9,Box/Carton,Helianthus,IL Chicago
1360,Air Cargo,2011,CAN,17,Box/Carton,Rumohra,IL Chicago
1361,Air Cargo,2011,CAN,15,Box/Carton,Lilium,IL Chicago
1362,Air Cargo,2011,CAN,17,Box/Carton,Limonium,IL Chicago
1363,Air Cargo,2011,CAN,9,Box/Carton,Ruscus,IL Chicago
1364,Air Cargo,2011,CAN,8,Box/Carton,Eryngium,IL Chicago
1365,Air Cargo,2011,CAN,9,Box/Carton,Craspedia,IL Chicago
1366,Air Cargo,2011,CAN,150,Stems,Scabiosa,IL Chicago
1367,Air Cargo,2011,CAN,50,Stems,Antirrhinum,IL Chicago
1368,Air Cargo,2011,CAN,58,Box/Carton,Solidago,IL Chicago
1369,Air Cargo,2011,CAN,10,Stems,Limonium,IL Chicago
1370,Air Cargo,2011,CAN,38,Box/Carton,Matthiola,IL Chicago
1371,Air Cargo,2011,CAN,30,Box/Carton,Veronica,IL Chicago
1372,Air Cargo,2011,CAN,9,Box/Carton,Agapanthus,IL Chicago
1373,Air Cargo,2011,CAN,20,Box/Carton,"Bouquet, Mixed",IL Chicago
1374,Air Cargo,2011,CAN,320,Box/Carton,Senecio,IL Chicago
1375,Air Cargo,2011,CAN,80,Stems,Antirrhinum,IL Chicago
1376,Air Cargo,2011,CAN,525,Stems,Solidago,IL Chicago
1377,Air Cargo,2011,CAN,2300,Stems,Strelitzia,IL Chicago
1378,Air Cargo,2011,CAN,9,Box/Carton,Helianthus,IL Chicago
1379,Air Cargo,2011,CAN,11080,Stems,Antirrhinum,IL Chicago
1380,Air Cargo,2011,CAN,2250,Stems,Strelitzia,IL Chicago
1381,Air Cargo,2011,CAN,700,Stems,Zantedeschia,IL Chicago
1382,Air Cargo,2011,CAN,80,Stems,Rosa,IL Chicago
1383,Air Cargo,2011,CAN,280,Stems,Antirrhinum,IL Chicago
1384,Air Cargo,2011,CAN,9,Box/Carton,Veronica,IL Chicago
1385,Air Cargo,2011,CAN,20,Box/Carton,Zantedeschia,IL Chicago
1386,Air Cargo,2011,CAN,80,Box/Carton,Chrysanthemum,IL Chicago
1387,Air Cargo,2011,CAN,11,Box/Carton,Liatris,IL Chicago
1388,Air Cargo,2011,CAN,395,Box/Carton,Limonium,IL Chicago
1389,Air Cargo,2011,CAN,932,Box/Carton,Dracaena,IL Chicago
1390,Air Cargo,2011,CAN,477,Box/Carton,Monstera,IL Chicago
1391,Air Cargo,2011,CAN,56,Box/Carton,Dianthus,IL Chicago
1392,Air Cargo,2011,CAN,15,Box/Carton,Dianthus,IL Chicago
1393,Air Cargo,2011,CAN,132,Box/Carton,Matthiola,IL Chicago
1394,Air Cargo,2011,CAN,220,Box/Carton,Rosa,IL Chicago
1395,Air Cargo,2011,CAN,83,Box/Carton,"Bouquet, Mixed",IL Chicago
1396,Air Cargo,2012,CAN,420,Stems,Hypericum,IL Chicago
1397,Air Cargo,2012,CAN,1025,Stems,Liatris,IL Chicago
1398,Air Cargo,2012,CAN,400,Stems,Lilium,IL Chicago
1399,Air Cargo,2012,CAN,1050,Stems,Limonium,IL Chicago
1400,Air Cargo,2012,CAN,12,Box/Carton,"Bouquet, Mixed",IL Chicago
1401,Air Cargo,2012,CAN,35,Box/Carton,Moluccella,IL Chicago
1402,Air Cargo,2012,CAN,8,Box/Carton,Rosa,IL Chicago
1403,Air Cargo,2012,CAN,15,Box/Carton,Solidago,IL Chicago
1404,Air Cargo,2012,CAN,127,Box/Carton,Helianthus,IL Chicago
1405,Air Cargo,2012,CAN,95,Box/Carton,Phlox,IL Chicago
1406,Air Cargo,2012,CAN,140,Box/Carton,Protea,IL Chicago
1407,Air Cargo,2012,CAN,90,Box/Carton,Ranunculus,IL Chicago
1408,Air Cargo,2012,CAN,16,Box/Carton,Rosa,IL Chicago
1409,Air Cargo,2012,CAN,60,Box/Carton,Ruscus,IL Chicago
1410,Air Cargo,2012,CAN,800,Stems,Dendrobium,IL Chicago
1411,Air Cargo,2012,CAN,119,Box/Carton,Aranthera,IL Chicago
1412,Air Cargo,2012,CAN,480,Box/Carton,Mokara,IL Chicago
1413,Air Cargo,2012,CAN,12,Stems,"Bouquet, Rose",IL Chicago
1414,Air Cargo,2012,CAN,12,Stems,Rosa,IL Chicago
1415,Air Cargo,2012,CAN,72,Stems,Dianthus,IL Chicago
1416,Air Cargo,2012,CAN,120,Stems,Ruscus,IL Chicago
1417,Air Cargo,2012,CAN,240,Stems,Dianthus (mini),IL Chicago
1418,Air Cargo,2012,CAN,20,Box/Carton,Solidago,IL Chicago
1419,Air Cargo,2012,CAN,145,Box/Carton,Eryngium,IL Chicago
1420,Air Cargo,2012,CAN,8,Box/Carton,"Bouquet, Rose",IL Chicago
1421,Air Cargo,2012,CAN,11,Box/Carton,Gerbera,IL Chicago
1422,Air Cargo,2012,CAN,62,Box/Carton,Lilium,IL Chicago
1423,Air Cargo,2012,CAN,194,Box/Carton,Pittosporum,IL Chicago
1424,Air Cargo,2012,CAN,40,Box/Carton,Aster,IL Chicago
1425,Air Cargo,2012,CAN,39,Box/Carton,Limonium,IL Chicago
1426,Air Cargo,2012,CAN,24,Box/Carton,Chrysanthemum,IL Chicago
